,Gene,Spearman_r,P_value,FDR
20934,SLC7A13,-0.05,0.8541,0.9685005942857142
19279,CAPN6,0.05,0.8541,0.9685005942857142
33967,C19orf53,0.05,0.8541,0.9685005942857142
33972,MAPK11,0.05,0.8541,0.9685005942857142
9207,lnc-C5orf25-2,0.05,0.8541,0.9685005942857142
30432,MAP2K7,-0.05,0.8541,0.9685005942857142
15271,ZNF324,-0.05,0.8541,0.9685005942857142
5886,lnc-MPPE1-1,0.05,0.8541,0.9685005942857142
31513,WWC2,-0.05,0.8541,0.9685005942857142
22363,CAMSAP2,0.05,0.8541,0.9685005942857142
13394,LOC101928731,-0.05,0.8541,0.9685005942857142
13374,NUCB1-AS1,0.05,0.8541,0.9685005942857142
8515,lnc-ACTR6-1,0.05,0.8541,0.9685005942857142
34202,ZNF750,-0.05,0.8541,0.9685005942857142
8576,C1orf167,-0.05,0.8541,0.9685005942857142
648,BEAN1,-0.05,0.8541,0.9685005942857142
3509,lnc-WDR91-1,-0.05,0.8541,0.9685005942857142
26189,DNAH12,0.05,0.8541,0.9685005942857142
26180,TBC1D26,0.05,0.8541,0.9685005942857142
9252,lnc-C8orf74-1,-0.05,0.8541,0.9685005942857142
26108,SLC7A6,0.05,0.8541,0.9685005942857142
16942,EIF2AK2,-0.05,0.8541,0.9685005942857142
19388,C1orf123,0.05,0.8541,0.9685005942857142
9373,lnc-CCDC68-1,-0.05,0.8541,0.9685005942857142
1031,FAS-AS1,0.05,0.8541,0.9685005942857142
1039,CCDC162P,-0.05,0.8541,0.9685005942857142
20673,KCNS1,0.05,0.8541,0.9685005942857142
11949,lnc-PPIC-1,0.05,0.8541,0.9685005942857142
3172,lnc-TPBG-2,-0.05,0.8541,0.9685005942857142
3181,lnc-PRDM1-1,-0.05,0.8541,0.9685005942857142
22319,TOX4,-0.05,0.8541,0.9685005942857142
6589,LINC00700,0.05,0.8541,0.9685005942857142
8417,lnc-AC008394.1-1,0.05,0.8541,0.9685005942857142
22438,OR7D2,0.05,0.8541,0.9685005942857142
2875,lnc-TCF7-1,-0.05,0.8541,0.9685005942857142
23684,C1D,-0.05,0.8541,0.9685005942857142
11833,LINC01254,-0.05,0.8541,0.9685005942857142
33851,MERTK,0.05,0.8541,0.9685005942857142
34240,LOC643454,0.05,0.8541,0.9685005942857142
28472,DRICH1,-0.05,0.8541,0.9685005942857142
18865,GLI2,0.05,0.8541,0.9685005942857142
30949,RMND5B,0.05,0.8541,0.9685005942857142
17567,BTD,0.05,0.8541,0.9685005942857142
8485,lnc-ACACB-1,-0.05,0.8541,0.9685005942857142
8451,lnc-AC078802.1-1,0.05,0.8541,0.9685005942857142
21096,PIM1,-0.05,0.8541,0.9685005942857142
21101,C18orf25,-0.05,0.8541,0.9685005942857142
32600,ANKK1,-0.05,0.8541,0.9685005942857142
2951,lnc-MRPS27-1,0.05,0.8541,0.9685005942857142
21569,ALDH2,-0.05,0.8541,0.9685005942857142
30753,lnc-TOMM7-1,0.05,0.8541,0.9685005942857142
9616,lnc-CNR1-1,0.05,0.8541,0.9685005942857142
230,LOC101927237,0.05,0.8541,0.9685005942857142
33781,TNNT1,-0.05,0.8541,0.9685005942857142
1293,FLJ27354,0.05,0.8541,0.9685005942857142
23833,MGC16142,0.05,0.8541,0.9685005942857142
13680,lnc-ZNF667-2,0.05,0.8541,0.9685005942857142
33802,C1orf147,0.05,0.8541,0.9685005942857142
22077,LYRM9,0.05,0.8541,0.9685005942857142
1155,LINC01010,-0.05,0.8541,0.9685005942857142
32168,ANKRD20A1,-0.05,0.8541,0.9685005942857142
13523,lnc-WRNIP1-1,0.05,0.8541,0.9685005942857142
22169,FZD8,-0.05,0.8541,0.9685005942857142
29448,GALNT13,-0.05,0.8541,0.9685005942857142
11795,PITRM1-AS1,-0.05,0.8541,0.9685005942857142
19630,BBS5,0.05,0.8541,0.9685005942857142
23793,TBC1D22B,0.05,0.8541,0.9685005942857142
16634,APOD,0.05,0.8541,0.9685005942857142
9802,LINC00290,0.05,0.8541,0.9685005942857142
6348,lnc-C22orf42-2,-0.05,0.8541,0.9685005942857142
9774,lnc-DAPP1-1,-0.05,0.8541,0.9685005942857142
9860,lnc-DISC1-3,0.05,0.8541,0.9685005942857142
2261,lnc-PTPN23-2,0.05,0.8541,0.9685005942857142
22018,HOXA13,0.05,0.853993,0.9685005942857142
27074,ARL15,0.05,0.8541,0.9685005942857142
28430,LINC01096,0.05,0.8541,0.9685005942857142
17655,SCIN,-0.05,0.8541,0.9685005942857142
34281,BFSP2-AS1,-0.05,0.8541,0.9685005942857142
27000,ADCK2,-0.05,0.8541,0.9685005942857142
21213,SYNE4,0.05,0.8541,0.9685005942857142
20428,EDN2,0.05,0.8541,0.9685005942857142
13663,FLJ26850,-0.05,0.8541,0.9685005942857142
11640,lnc-OLR1-3,-0.05,0.8541,0.9685005942857142
5997,lnc-NLRP4-1,-0.05,0.8541,0.9685005942857142
11565,ITGB1,-0.05,0.8541,0.9685005942857142
5131,ATXN3,0.05,0.8541,0.9685005942857142
24058,TNRC6B,-0.05,0.8541,0.9685005942857142
11629,lnc-OCIAD2-1,-0.05,0.8541,0.9685005942857142
34347,LOC286068,0.05,0.8541,0.9685005942857142
33199,LOC649133,-0.05,0.8541,0.9685005942857142
4491,lnc-PCF11-1,0.05,0.8541,0.9685005942857142
8149,RALY-AS1,-0.05,0.8541,0.9685005942857142
8136,LOC100506114,0.05,0.8541,0.9685005942857142
34316,BOD1L2,0.05,0.8541,0.9685005942857142
13716,ZRANB1,-0.05,0.8541,0.9685005942857142
21260,BCL2,0.05,0.8541,0.9685005942857142
16489,GPX3,-0.05,0.8541,0.9685005942857142
30995,USP17L8,0.05,0.8541,0.9685005942857142
9987,lnc-EGFLAM-2,-0.05,0.8541,0.9685005942857142
9963,lnc-ECHDC1-1,0.05,0.8541,0.9685005942857142
19748,HHATL,-0.05,0.8541,0.9685005942857142
975,SNAR-G1,0.05,0.8541,0.9685005942857142
11545,LINC01011,0.05,0.8541,0.9685005942857142
2673,lnc-RP11-487E13.1.1-1,0.05,0.8541,0.9685005942857142
24074,ZMYM5,-0.05,0.8541,0.9685005942857142
24156,KRT19,-0.05,0.8541,0.9685005942857142
4176,lnc-C10orf35-2,-0.05,0.8541,0.9685005942857142
7968,GVQW1,0.05,0.8541,0.9685005942857142
3394,lnc-C7orf41-1,-0.05,0.8541,0.9685005942857142
6681,XLOC_l2_003610,0.05,0.8541,0.9685005942857142
22009,KAT6B,0.05,0.8541,0.9685005942857142
17881,MCAM,0.05,0.8541,0.9685005942857142
27224,MXRA7,0.05,0.8541,0.9685005942857142
8113,LOC101928595,-0.05,0.8541,0.9685005942857142
25514,LUZP4,0.05,0.8541,0.9685005942857142
25277,PKIG,-0.05,0.8541,0.9685005942857142
3859,lnc-ZCCHC7-1,-0.05,0.8541,0.9685005942857142
25259,TIA1,0.05,0.8541,0.9685005942857142
2369,lnc-RP11-884K10.5.1-1,-0.05,0.8541,0.9685005942857142
11206,lnc-MDH1B-2,-0.05,0.8541,0.9685005942857142
2601,lnc-ZFP42-4,-0.05,0.8541,0.9685005942857142
3307,lnc-GPR31-1,0.05,0.8541,0.9685005942857142
7730,LOC650226,-0.05,0.8541,0.9685005942857142
18030,NRBP1,-0.05,0.8541,0.9685005942857142
17986,ASPA,-0.05,0.8541,0.9685005942857142
7741,FAM86B3P,-0.05,0.8541,0.9685005942857142
17998,FCER2,0.05,0.8541,0.9685005942857142
21890,CD300LG,0.05,0.8541,0.9685005942857142
21839,CDC42BPB,0.05,0.8541,0.9685005942857142
11400,LOC101927623,-0.05,0.8541,0.9685005942857142
6054,LOC101929371,0.05,0.8541,0.9685005942857142
29254,MAGEA9,-0.05,0.8541,0.9685005942857142
24466,MED12,0.05,0.8541,0.9685005942857142
29048,SUN2,0.05,0.8541,0.9685005942857142
14337,lnc-PRL-7,-0.05,0.8541,0.9685005942857142
21739,TEX19,-0.05,0.8541,0.9685005942857142
21679,C15orf32,-0.05,0.8541,0.9685005942857142
7449,DOCK9,0.05,0.8541,0.9685005942857142
31159,LMTK2,-0.05,0.8541,0.9685005942857142
18137,GDNF,0.05,0.8541,0.9685005942857142
18599,SMPD1,0.05,0.8541,0.9685005942857142
7565,C6orf229,-0.05,0.8541,0.9685005942857142
21811,KCNJ9,-0.05,0.8541,0.9685005942857142
5533,lnc-RP11-44L9.1.1-8,0.05,0.8541,0.9685005942857142
32364,SPDYC,-0.05,0.8541,0.9685005942857142
10440,lnc-GPD2-1,0.05,0.8541,0.9685005942857142
315,lnc-GTF2F2-2,0.05,0.8541,0.9685005942857142
6198,lnc-ZNF133-1,0.05,0.8541,0.9685005942857142
33526,OR6C3,-0.05,0.8541,0.9685005942857142
25004,RER1,-0.05,0.8541,0.9685005942857142
30625,CAMK2N2,0.05,0.8541,0.9685005942857142
1350,lnc-CNIH3-1,-0.05,0.8541,0.9685005942857142
6135,lnc-CSNK2A1-1,-0.05,0.853993,0.9685005942857142
33389,LOC100133299,0.05,0.8541,0.9685005942857142
33372,LOC100129027,0.05,0.8541,0.9685005942857142
21633,KCNAB3,0.05,0.8541,0.9685005942857142
14117,lnc-CRHR2-1,0.05,0.8541,0.9685005942857142
14105,lnc-SEPHS2-2,0.05,0.8541,0.9685005942857142
4355,lnc-FGF8-1,-0.05,0.8541,0.9685005942857142
4255,lnc-ANKRD30A-5,0.05,0.8541,0.9685005942857142
31153,VWA5B2,0.05,0.8541,0.9685005942857142
7394,XLOC_l2_011102,0.05,0.8541,0.9685005942857142
7400,LOC101928987,-0.05,0.8541,0.9685005942857142
1708,lnc-NBPF16-4,-0.05,0.8541,0.9685005942857142
14395,lnc-MTERF-1,0.05,0.8541,0.9685005942857142
3785,lnc-PENK-1,-0.05,0.8541,0.9685005942857142
16082,NAP1L3,0.05,0.8541,0.9685005942857142
24893,PABPC1,0.05,0.853993,0.9685005942857142
29138,LINC00319,0.05,0.8541,0.9685005942857142
29145,GPSM1,0.05,0.8541,0.9685005942857142
16036,DLG2,0.05,0.8541,0.9685005942857142
5006,lnc-BORA-3,0.05,0.8541,0.9685005942857142
30591,ADRA1D,0.05,0.8541,0.9685005942857142
1619,lnc-FRRS1-2,0.05,0.8541,0.9685005942857142
6979,SMIM17,-0.05,0.8541,0.9685005942857142
5485,LOC102723536,-0.05,0.8541,0.9685005942857142
585,CGREF1,-0.05,0.8541,0.9685005942857142
8,LINC01512,-0.05,0.8541,0.9685005942857142
5752,lnc-NEUROD2-1,0.0486,0.858247,0.9692502785219698
24573,TRAF6,-0.0471,0.862604,0.9692502785219698
24576,ARHGEF17,0.0471,0.862604,0.9692502785219698
12528,lnc-SENP6-2,0.0471,0.862604,0.9692502785219698
32405,TSPAN5,-0.0471,0.862604,0.9692502785219698
3579,lnc-FBXO25-3,0.0471,0.862604,0.9692502785219698
20850,C14orf39,-0.0471,0.862604,0.9692502785219698
24569,SLC22A24,-0.0471,0.862604,0.9692502785219698
28098,TBC1D27,-0.0471,0.862604,0.9692502785219698
14357,LOC101929532,0.0471,0.862604,0.9692502785219698
11117,STX18-IT1,-0.0471,0.862604,0.9692502785219698
33361,LINC01165,0.0471,0.862604,0.9692502785219698
33374,LOC392364,-0.0471,0.862604,0.9692502785219698
5002,lnc-AL445989.1-10,-0.0471,0.862604,0.9692502785219698
5017,lnc-NDFIP2-12,0.0471,0.862604,0.9692502785219698
24693,EPHA7,0.0471,0.862604,0.9692502785219698
10966,lnc-KPNA4-1,0.0471,0.862604,0.9692502785219698
14074,LOC102503427,0.0471,0.862604,0.9692502785219698
14285,LOC101928787,0.0471,0.862604,0.9692502785219698
7546,XLOC_l2_012741,-0.0471,0.862604,0.9692502785219698
34514,FLJ11710,0.0471,0.862604,0.9692502785219698
34473,FLJ39095,0.0471,0.862604,0.9692502785219698
27485,PCDHA11,0.0471,0.862604,0.9692502785219698
5530,lnc-CDH3-2,0.0471,0.862604,0.9692502785219698
3321,lnc-SH3BGRL2-1,-0.0471,0.862604,0.9692502785219698
6210,lnc-STAU1-1,0.0471,0.862604,0.9692502785219698
318,H19,-0.0471,0.862604,0.9692502785219698
10552,lnc-HBXIP-1,0.0471,0.862604,0.9692502785219698
31716,ANKRD26P1,-0.0471,0.862604,0.9692502785219698
31724,KIF5B,-0.0471,0.862604,0.9692502785219698
33516,RND2,-0.0471,0.862604,0.9692502785219698
24941,ALOX12B,0.0471,0.862604,0.9692502785219698
10902,lnc-KIAA1737-2,0.0471,0.862604,0.9692502785219698
15941,GPX8,-0.0471,0.862604,0.9692502785219698
29257,ARRDC5,0.0471,0.862604,0.9692502785219698
11083,lnc-LRRC18-3,-0.0471,0.862604,0.9692502785219698
15839,HOXD1,0.0471,0.862604,0.9692502785219698
20222,SLC30A3,-0.0471,0.862604,0.9692502785219698
33341,C10orf82,0.0471,0.862604,0.9692502785219698
31834,ZNF33B,-0.0471,0.862604,0.9692502785219698
16264,GOLGA2P7,-0.0471,0.862604,0.9692502785219698
16274,ERCC6,0.0471,0.862604,0.9692502785219698
14439,lnc-PLD5-1,0.0471,0.862604,0.9692502785219698
893,SNORD114-3,0.0471,0.862604,0.9692502785219698
4387,lnc-PHYHIPL-2,0.0471,0.862604,0.9692502785219698
28317,YPEL2,0.0471,0.862604,0.9692502785219698
7839,HSPB1,-0.0471,0.862604,0.9692502785219698
27353,RUNX1,-0.0471,0.862604,0.9692502785219698
6726,lnc-TPTE2-2,0.0471,0.862604,0.9692502785219698
21373,MPV17L,0.0471,0.862604,0.9692502785219698
14493,LOC101927277,0.0471,0.862604,0.9692502785219698
14470,VAV3-AS1,0.0471,0.862604,0.9692502785219698
24327,VEGFA,0.0471,0.862604,0.9692502785219698
2639,lnc-EIF4E-1,0.0471,0.862604,0.9692502785219698
31685,DCUN1D1,0.0471,0.862604,0.9692502785219698
19934,CDV3,-0.0471,0.862604,0.9692502785219698
10348,LINC00901,-0.0471,0.862604,0.9692502785219698
10354,LINC00709,0.0471,0.862604,0.9692502785219698
25069,CARD18,-0.0471,0.862604,0.9692502785219698
21894,GDA,0.0471,0.862604,0.9692502785219698
13979,lnc-C1orf106-2,-0.0471,0.862604,0.9692502785219698
17971,RFFL,0.0471,0.862604,0.9692502785219698
17980,PPY2,-0.0471,0.862604,0.9692502785219698
4178,LINC00858,0.0471,0.862604,0.9692502785219698
34389,SNORD15A,0.0471,0.862503,0.9692502785219698
7907,CHMP1B2P,0.0471,0.862604,0.9692502785219698
34360,LOC100131347,0.0471,0.862604,0.9692502785219698
34371,SH3GL1P2,0.0471,0.862604,0.9692502785219698
1828,LOC101928067,-0.0471,0.862604,0.9692502785219698
5573,CASC16,-0.0471,0.862604,0.9692502785219698
16383,LRRTM1,-0.0471,0.862604,0.9692502785219698
4892,lnc-RBP5-1,-0.0471,0.862604,0.9692502785219698
10246,LOC101929297,0.0471,0.862604,0.9692502785219698
10229,lnc-FBXO7-2,-0.0471,0.862604,0.9692502785219698
33663,lnc-GCNT2-2,0.0471,0.862604,0.9692502785219698
25243,OCEL1,-0.0471,0.862604,0.9692502785219698
29016,SCN2B,-0.0471,0.862604,0.9692502785219698
10294,LOC339468,0.0471,0.862604,0.9692502785219698
10335,GNG12-AS1,0.0471,0.862604,0.9692502785219698
11189,lnc-MAST4-1,-0.0471,0.862604,0.9692502785219698
24419,AVPR1B,-0.0471,0.862604,0.9692502785219698
11168,BREA2,0.0471,0.862604,0.9692502785219698
11265,SNAP25-AS1,-0.0471,0.862604,0.9692502785219698
11543,LOC101928052,0.0471,0.862604,0.9692502785219698
24112,HES1,-0.0471,0.862604,0.9692502785219698
24078,SPACA7,0.0471,0.862604,0.9692502785219698
25421,LYPD2,-0.0471,0.862604,0.9692502785219698
19772,RPUSD3,0.0471,0.862604,0.9692502785219698
10114,lnc-FAM135B-2,0.0471,0.862604,0.9692502785219698
10107,FLJ38122,0.0471,0.862604,0.9692502785219698
10129,lnc-FAM174B-5,-0.0471,0.862604,0.9692502785219698
25301,SLC25A38,-0.0471,0.862604,0.9692502785219698
279,XLOC_l2_013153,0.0471,0.862604,0.9692502785219698
3416,lnc-ZNF804B-2,-0.0471,0.862604,0.9692502785219698
3420,lnc-DYNC1I1-3,0.0471,0.862604,0.9692502785219698
21310,NAV2,0.0471,0.862604,0.9692502785219698
14532,LOC101928668,-0.0471,0.862604,0.9692502785219698
14526,LOC102724919,0.0471,0.862604,0.9692502785219698
5421,PEAK1,0.0471,0.862604,0.9692502785219698
13851,LOC101927924,0.0471,0.862604,0.9692502785219698
13835,lnc-COG1-1,-0.0471,0.862604,0.9692502785219698
21980,NHSL1,0.0471,0.862604,0.9692502785219698
17856,NAALAD2,-0.0471,0.862604,0.9692502785219698
4170,LINC01516,-0.0471,0.862604,0.9692502785219698
17824,CD2,0.0471,0.862604,0.9692502785219698
6293,lnc-AF127577.1-5,0.0471,0.862604,0.9692502785219698
9960,lnc-EBF3-5,-0.0471,0.862604,0.9692502785219698
30702,TOPAZ1,0.0471,0.862604,0.9692502785219698
19810,CKB,0.0471,0.862604,0.9692502785219698
19811,GABRR1,0.0471,0.862604,0.9692502785219698
2304,LOC644662,0.0471,0.862604,0.9692502785219698
11487,LOC102724612,-0.0471,0.862604,0.9692502785219698
33226,EFEMP2,-0.0471,0.862604,0.9692502785219698
33237,PNLIPRP3,0.0471,0.862604,0.9692502785219698
379,lnc-ANKRA2-3,-0.0471,0.862604,0.9692502785219698
31616,SDF4,0.0471,0.862604,0.9692502785219698
19727,TCF15,0.0471,0.862604,0.9692502785219698
19680,TTPAL,0.0471,0.862604,0.9692502785219698
30716,FUT5,0.0471,0.862604,0.9692502785219698
4839,lnc-MED13L-1,0.0471,0.862604,0.9692502785219698
9921,lnc-DSG1-1,0.0471,0.862604,0.9692502785219698
27211,SNTA1,-0.0471,0.862604,0.9692502785219698
27171,KIN,0.0471,0.862604,0.9692502785219698
831,SNORA51,0.0471,0.862604,0.9692502785219698
17712,ROR2,0.0471,0.862604,0.9692502785219698
27148,GOLGA2P2Y,-0.0471,0.862604,0.9692502785219698
8156,LOC100506384,0.0471,0.862604,0.9692502785219698
34295,LOC100130331,-0.0471,0.862604,0.9692502785219698
13724,lnc-ZWINT-4,-0.0471,0.862503,0.9692502785219698
13726,EPHA1-AS1,0.0471,0.862604,0.9692502785219698
25715,SDK2,0.0471,0.862604,0.9692502785219698
33759,SMCO3,0.0471,0.862604,0.9692502785219698
20473,AGR2,-0.0471,0.862604,0.9692502785219698
15512,CST1,-0.0471,0.862604,0.9692502785219698
29417,DACH2,0.0471,0.862604,0.9692502785219698
23972,GUCA2B,-0.0471,0.862604,0.9692502785219698
2755,LINCR-0003,0.0471,0.862604,0.9692502785219698
14587,lnc-ALKBH4-1,0.0471,0.862604,0.9692502785219698
3252,lnc-HIST1H2BJ-2,0.0471,0.862604,0.9692502785219698
31289,MFSD9,-0.0471,0.862604,0.9692502785219698
18811,MBP,0.0471,0.862604,0.9692502785219698
27022,ARHGAP11A,-0.0471,0.862604,0.9692502785219698
21204,SCNM1,0.0471,0.862604,0.9692502785219698
5574,LOC100996338,0.0471,0.862604,0.9692502785219698
22090,SPATA4,-0.0471,0.862604,0.9692502785219698
1162,DPH6-AS1,0.0471,0.862604,0.9692502785219698
1166,BHMG1,0.0471,0.862604,0.9692502785219698
25837,NCOA7,0.0471,0.862604,0.9692502785219698
28848,OCM2,0.0471,0.862604,0.9692502785219698
19570,CTNND1,0.0471,0.862604,0.9692502785219698
16655,RENBP,0.0471,0.862604,0.9692502785219698
25756,OLFML3,0.0471,0.862604,0.9692502785219698
5174,lnc-FUT8-2,0.0471,0.862604,0.9692502785219698
11693,lnc-P2RY4-1,0.0471,0.862604,0.9692502785219698
21159,PATE1,0.0471,0.862604,0.9692502785219698
32546,SYBU,0.0471,0.862604,0.9692502785219698
22122,FAM98B,0.0471,0.862604,0.9692502785219698
26974,CASK,0.0471,0.862604,0.9692502785219698
4514,lnc-AP000679.2.1-1,-0.0471,0.862604,0.9692502785219698
14694,lnc-LRRC1-5,-0.0471,0.862604,0.9692502785219698
13425,lnc-USO1-1,-0.0471,0.862604,0.9692502785219698
13442,lnc-USP50-1,0.0471,0.862604,0.9692502785219698
13418,lnc-UPF2-1,-0.0471,0.862604,0.9692502785219698
23688,DQX1,0.0471,0.862604,0.9692502785219698
2820,LINC01018,-0.0471,0.862604,0.9692502785219698
11871,lnc-PLCB4-2,-0.0471,0.862604,0.9692502785219698
25902,CD86,0.0471,0.862604,0.9692502785219698
19536,HDAC6,-0.0471,0.862604,0.9692502785219698
19500,C1S,0.0471,0.862604,0.9692502785219698
19479,C11orf57,0.0471,0.862604,0.9692502785219698
22305,NLRP10,-0.0471,0.862604,0.9692502785219698
13465,lnc-VN1R1-1,0.0471,0.862604,0.9692502785219698
30934,SEMA6C,-0.0471,0.862604,0.9692502785219698
18924,SCN5A,-0.0471,0.862604,0.9692502785219698
143,LINC01021,0.0471,0.862604,0.9692502785219698
8473,LOC100996813,-0.0471,0.862604,0.9692502785219698
8475,lnc-AC118344.1-1,-0.0471,0.862604,0.9692502785219698
21050,AKAP17A,0.0471,0.862604,0.9692502785219698
14764,LOC101927521,-0.0471,0.862604,0.9692502785219698
22441,JADE1,0.0471,0.862604,0.9692502785219698
23606,TEX14,-0.0471,0.862604,0.9692502785219698
12041,lnc-PSPC1-1,0.0471,0.862604,0.9692502785219698
19431,ITGB3BP,0.0471,0.862604,0.9692502785219698
19432,MYOC,-0.0471,0.862604,0.9692502785219698
4760,lnc-TMEM132B-4,0.0471,0.862604,0.9692502785219698
9507,lnc-CHAC1-2,0.0471,0.862604,0.9692502785219698
9576,FLJ46363,-0.0471,0.862604,0.9692502785219698
26866,PCDHB17P,0.0471,0.862604,0.9692502785219698
28528,TMEM14E,0.0471,0.862604,0.9692502785219698
8521,lnc-ADAM2-1,-0.0471,0.862503,0.9692502785219698
8555,LOC101929269,-0.0471,0.862604,0.9692502785219698
34194,MYADML,0.0471,0.862604,0.9692502785219698
34163,GDF1,-0.0471,0.862604,0.9692502785219698
14806,LSP1,-0.0471,0.862604,0.9692502785219698
20997,ISCU,0.0471,0.862604,0.9692502785219698
22545,KLF9,-0.0471,0.862604,0.9692502785219698
9313,lnc-CAMK1G-1,-0.0471,0.862604,0.9692502785219698
26153,P2RY14,0.0471,0.862604,0.9692502785219698
222,MIAT,0.0471,0.862604,0.9692502785219698
31563,OR10A3,-0.0471,0.862604,0.9692502785219698
9402,lnc-CCRN4L-5,-0.0471,0.862604,0.9692502785219698
33910,LOC100133130,-0.0471,0.862604,0.9692502785219698
5673,lnc-WSCD1-1,0.0471,0.862604,0.9692502785219698
19041,FGFR3,0.0471,0.862604,0.9692502785219698
155,KLF13,0.0471,0.862604,0.9692502785219698
1972,lnc-AC007557.1.1-2,0.0471,0.862604,0.9692502785219698
34123,LOC100129484,0.0471,0.862604,0.9692502785219698
31414,ANKRD6,0.0471,0.862604,0.9692502785219698
14838,PCA3,0.0471,0.862604,0.9692502785219698
14805,LOC101927800,0.0471,0.862604,0.9692502785219698
22682,PEX6,0.0471,0.862604,0.9692502785219698
22626,STXBP5L,-0.0471,0.862604,0.9692502785219698
29569,TIMP4,0.0471,0.862604,0.9692502785219698
20640,CAMSAP1,0.0471,0.862604,0.9692502785219698
15285,SLC7A10,0.0471,0.862604,0.9692502785219698
5238,lnc-ABCD4-1,0.0471,0.862604,0.9692502785219698
5247,lnc-GALC-3,0.0471,0.862604,0.9692502785219698
2114,lnc-EPHA4-2,0.0471,0.862604,0.9692502785219698
9332,LOC101927417,-0.0471,0.862604,0.9692502785219698
13010,lnc-TCEAL4-1,0.0471,0.862604,0.9692502785219698
3088,LOC101927888,0.0471,0.862604,0.9692502785219698
3098,lnc-ATG5-1,0.0471,0.862604,0.9692502785219698
1185,TEKT4P2,-0.0471,0.862604,0.9692502785219698
19046,UGT2B11,-0.0471,0.862604,0.9692502785219698
8808,lnc-ASB15-3,0.0471,0.862604,0.9692502785219698
6492,CYMP,0.0471,0.862604,0.9692502785219698
8877,LOC100419583,0.0471,0.862604,0.9692502785219698
26554,FOXO1,-0.0471,0.862604,0.9692502785219698
12830,lnc-SPATC1-1,0.0471,0.862604,0.9692502785219698
1119,LOC100287846,-0.0471,0.862604,0.9692502785219698
15197,SIX6,-0.0471,0.862604,0.9692502785219698
12295,LOC102724940,-0.0471,0.862604,0.9692502785219698
23251,VPS33B,-0.0471,0.862604,0.9692502785219698
12311,LINC00421,0.0471,0.862604,0.9692502785219698
30825,C8orf86,-0.0471,0.862604,0.9692502785219698
9181,lnc-C2orf84-1,0.0471,0.862604,0.9692502785219698
26218,PCSK1,-0.0471,0.862604,0.9692502785219698
9204,lnc-C5orf22-2,0.0471,0.862604,0.9692502785219698
23411,KANK2,-0.0471,0.862604,0.9692502785219698
22775,CCDC37,0.0471,0.862604,0.9692502785219698
3065,lnc-DNAH8-1,0.0471,0.862604,0.9692502785219698
19126,CEP70,-0.0471,0.862604,0.9692502785219698
2003,lnc-CMPK2-1,0.0471,0.862604,0.9692502785219698
8980,LOC101930421,0.0471,0.862604,0.9692502785219698
20852,B4GALNT2,0.0471,0.862604,0.9692502785219698
5340,lnc-SLC24A1-1,-0.0471,0.862604,0.9692502785219698
32873,MS4A10,-0.0471,0.862604,0.9692502785219698
32878,LMX1A,0.0471,0.862604,0.9692502785219698
1227,LOC286189,-0.0471,0.862604,0.9692502785219698
6925,lnc-GGNBP2-1,-0.0471,0.862604,0.9692502785219698
2981,lnc-PRELID2-2,0.0471,0.862604,0.9692502785219698
12684,LOC101927809,-0.0471,0.862604,0.9692502785219698
19225,RUSC2,0.0471,0.862604,0.9692502785219698
33989,KLF1,-0.0471,0.862604,0.9692502785219698
26304,CPED1,0.0471,0.862604,0.9692502785219698
4695,lnc-HOXC4-4,0.0471,0.862604,0.9692502785219698
30386,TRIM67,-0.0471,0.862604,0.9692502785219698
32789,DRGX,-0.0471,0.862604,0.9692502785219698
12825,lnc-SPATA19-3,-0.0471,0.862604,0.9692502785219698
32801,DCDC1,-0.0471,0.862604,0.9692502785219698
32772,SCARNA1,0.0471,0.862604,0.9692502785219698
17213,CACNA1F,0.0471,0.862604,0.9692502785219698
17163,GAS6,0.0471,0.862604,0.9692502785219698
8990,lnc-C10orf31-2,-0.0471,0.862604,0.9692502785219698
1703,lnc-FGGY-2,-0.0471,0.862604,0.9692502785219698
21641,BATF2,-0.0471,0.862604,0.9692502785219698
18335,ERC2-IT1,-0.0471,0.862604,0.9692502785219698
31065,GOLGA8EP,0.0471,0.862604,0.9692502785219698
27812,SLC2A2,-0.0471,0.862604,0.9692502785219698
3354,LINC01007,-0.0471,0.862604,0.9692502785219698
18344,ITIH1,-0.0471,0.862604,0.9692502785219698
27993,PFN3,-0.0471,0.862604,0.9692502785219698
7125,XLOC_l2_007395,0.0471,0.862604,0.9692502785219698
7079,XLOC_l2_007884,0.0471,0.862604,0.9692502785219698
27924,LOXHD1,-0.0471,0.862604,0.9692502785219698
27860,PFKFB2,-0.0471,0.862604,0.9692502785219698
30138,NAA50,0.0471,0.862604,0.9692502785219698
21582,LSM11,0.0471,0.862604,0.9692502785219698
30133,OR10G3,-0.0471,0.862604,0.9692502785219698
32330,LOC401463,0.0471,0.862604,0.9692502785219698
1109,CD4,0.0471,0.862604,0.9692502785219698
957,SNORD111B,-0.0442,0.871028,0.9714036893584227
21929,SCAMP2,0.0442,0.871028,0.9714036893584227
5604,lnc-CDYL2-4,-0.0442,0.871028,0.9714036893584227
28100,CERK,0.0441,0.871122,0.9714036893584227
31109,LOC100132850,0.0441,0.871122,0.9714036893584227
3315,lnc-DLL1-2,-0.0441,0.871122,0.9714036893584227
14135,lnc-TGM5-1,-0.0441,0.871122,0.9714036893584227
