,Gene,Spearman_r,P_value,FDR
3507,lnc-RBM28-1,-0.6353,0.008182,0.5834421232032854
16717,AKR1C3,0.6353,0.008182,0.5834421232032854
32391,ALG1L2,0.6353,0.008182,0.5834421232032854
29415,SLC9A9,0.6353,0.008182,0.5834421232032854
17140,SURF2,0.6353,0.008182,0.5834421232032854
28739,ZNF469,0.6353,0.008182,0.5834421232032854
18785,CCL4L2,0.6353,0.008182,0.5834421232032854
3685,lnc-ERICH1-5,-0.6343,0.008315,0.5910480277777778
19587,ARHGEF9,0.6324,0.008578,0.5910480277777778
26162,CDK6,0.6324,0.008578,0.5910480277777778
33625,FPGT-TNNI3K,0.6324,0.008578,0.5910480277777778
11926,lnc-POLR2F-1,-0.6324,0.008578,0.5910480277777778
17326,TPH1,0.6324,0.008578,0.5910480277777778
24462,ELOVL6,0.6324,0.008578,0.5910480277777778
7573,XLOC_l2_012942,0.6324,0.008578,0.5910480277777778
30033,JAKMIP1,0.6324,0.008578,0.5910480277777778
4302,lnc-MGMT-3,0.6324,0.008578,0.5910480277777778
34168,AFP,0.6324,0.008578,0.5910480277777778
22740,ZNF354C,0.6324,0.008578,0.5910480277777778
13244,lnc-TP53I13-2,0.6324,0.008578,0.5910480277777778
3698,lnc-INTS9-1,-0.6324,0.008578,0.5910480277777778
16479,CLINT1,0.6324,0.008578,0.5910480277777778
25433,MELK,0.6324,0.008578,0.5910480277777778
27850,TNFRSF18,0.6324,0.008578,0.5910480277777778
14916,HMOX2,0.6299,0.008922,0.5945262399999999
27716,DPH2,0.6294,0.008988,0.5945262399999999
22778,ZNF45,0.6294,0.008988,0.5945262399999999
15267,NPC1,0.6294,0.008988,0.5945262399999999
56,BLCAP,-0.6294,0.008988,0.5945262399999999
29118,CITED4,-0.6294,0.008988,0.5945262399999999
16961,ID2,0.6294,0.008988,0.5945262399999999
17450,ZNF624,0.6294,0.008988,0.5945262399999999
29281,PCDHGC5,0.6294,0.008988,0.5945262399999999
6809,CHEK2,0.6294,0.008988,0.5945262399999999
31792,PTPRCAP,0.6294,0.008988,0.5945262399999999
3078,lnc-FNDC1-1,-0.6294,0.008988,0.5945262399999999
12749,LOC102723385,0.6294,0.008988,0.5945262399999999
33087,NFE4,-0.6294,0.008988,0.5945262399999999
23104,TDRKH,0.6294,0.008988,0.5945262399999999
33755,CTU1,0.6294,0.008988,0.5945262399999999
17671,ZNF394,0.6294,0.008988,0.5945262399999999
3519,lnc-XRCC2-4,-0.6294,0.008988,0.5945262399999999
26629,SMARCD1,0.6294,0.008988,0.5945262399999999
16083,CASP7,0.6294,0.008988,0.5945262399999999
25536,MTFR1L,-0.6294,0.008988,0.5945262399999999
1097,HERC2P7,0.6265,0.009414,0.6042883142329021
22751,SNX3,-0.6265,0.009414,0.6042883142329021
7789,LOC101928195,-0.6265,0.009414,0.6042883142329021
23466,CELA2B,-0.6265,0.009414,0.6042883142329021
23252,MRPS11,0.6265,0.009414,0.6042883142329021
26939,NABP2,0.6265,0.009414,0.6042883142329021
10053,lnc-ERAL1-2,-0.6265,0.009414,0.6042883142329021
12552,lnc-SETDB1-1,0.6265,0.009414,0.6042883142329021
28460,PSMC4,0.6265,0.009414,0.6042883142329021
17752,TBC1D25,0.6265,0.009414,0.6042883142329021
3817,lnc-GPR144-1,0.6265,0.009414,0.6042883142329021
16504,HUS1B,0.6265,0.009414,0.6042883142329021
4806,lnc-GRIP1-3,-0.6265,0.009414,0.6042883142329021
26318,CYP4A11,-0.6265,0.009414,0.6042883142329021
34441,TRGV7,0.6265,0.009414,0.6042883142329021
23690,ATP5G3,0.6265,0.009414,0.6042883142329021
27801,PCYT2,0.6255,0.009564,0.6047160989399293
18800,TNS4,0.6235,0.009856,0.6047160989399293
28870,FAM72D,0.6235,0.009856,0.6047160989399293
11895,lnc-PMEL-2,0.6235,0.009856,0.6047160989399293
16530,POP7,0.6235,0.009856,0.6047160989399293
29561,CCDC96,-0.6235,0.009856,0.6047160989399293
21978,TUBB,0.6235,0.009856,0.6047160989399293
29718,MLLT6,0.6235,0.009856,0.6047160989399293
9993,lnc-EID1-1,0.6235,0.009856,0.6047160989399293
16881,DRG2,0.6235,0.009856,0.6047160989399293
4557,lnc-FTH1-1,-0.6235,0.009856,0.6047160989399293
23718,URB1,0.6235,0.009856,0.6047160989399293
12733,LOC100288181,0.6235,0.009856,0.6047160989399293
24768,PIGT,0.6235,0.009856,0.6047160989399293
14990,SEZ6L2,-0.6235,0.009856,0.6047160989399293
18728,GPR56,0.6235,0.009856,0.6047160989399293
14802,LOC401480,-0.6235,0.009856,0.6047160989399293
23591,FAM173A,0.6235,0.009856,0.6047160989399293
18630,M6PR,0.6235,0.009856,0.6047160989399293
7762,XLOC_l2_014423,-0.6235,0.009856,0.6047160989399293
1901,lnc-NPAS2-1,-0.6235,0.009856,0.6047160989399293
10550,lnc-HBEGF-2,0.6235,0.009856,0.6047160989399293
18074,LGALS1,0.6235,0.009856,0.6047160989399293
22630,FAM114A2,0.6235,0.009856,0.6047160989399293
11650,LOC102724446,0.6235,0.009856,0.6047160989399293
13486,LINC01153,-0.6206,0.010314,0.6112189044368601
26346,SAE1,0.6206,0.010314,0.6112189044368601
18803,TRPV2,0.6206,0.010314,0.6112189044368601
17821,FMO4,0.6206,0.010314,0.6112189044368601
25323,GMPPB,0.6206,0.010314,0.6112189044368601
11258,HCP5,-0.6206,0.010314,0.6112189044368601
28523,HUWE1,0.6206,0.010314,0.6112189044368601
324,GALNT9,-0.6206,0.010314,0.6112189044368601
16258,EFCAB11,0.6206,0.010314,0.6112189044368601
25818,HINFP,0.6206,0.010314,0.6112189044368601
16378,CRYGD,-0.6206,0.010314,0.6112189044368601
24424,AIFM1,0.6206,0.010314,0.6112189044368601
5517,lnc-CHD9-5,0.6206,0.010314,0.6112189044368601
24115,CCDC102A,0.6206,0.010314,0.6112189044368601
23908,KRT76,-0.6206,0.010314,0.6112189044368601
31618,KRT3,-0.6206,0.010314,0.6112189044368601
5785,LOC100507520,-0.6206,0.010314,0.6112189044368601
18118,CD38,0.6206,0.010314,0.6112189044368601
22340,PYGM,-0.6206,0.010314,0.6112189044368601
30416,NSDHL,0.6206,0.010314,0.6112189044368601
21595,SPRYD7,0.6176,0.010788,0.6180783094170405
19123,CUTA,0.6176,0.010788,0.6180783094170405
19315,MRPL10,0.6176,0.010788,0.6180783094170405
24711,DDX39A,0.6176,0.010788,0.6180783094170405
19068,F2R,0.6176,0.010788,0.6180783094170405
4225,lnc-AL137145.1-1,-0.6176,0.010788,0.6180783094170405
22726,CREB3,0.6176,0.010788,0.6180783094170405
7193,XLOC_l2_009182,0.6176,0.010788,0.6180783094170405
8623,LOC101929721,-0.6176,0.010788,0.6180783094170405
33734,ELP5,0.6176,0.010788,0.6180783094170405
2777,LOC101929261,-0.6176,0.010788,0.6180783094170405
7149,ZNF850,0.6176,0.010788,0.6180783094170405
26339,KLRK1,0.6176,0.010788,0.6180783094170405
12958,lnc-TACR2-1,0.6176,0.010788,0.6180783094170405
32811,SCAMP3,0.6152,0.011203,0.6180783094170405
30454,TTLL13P,-0.6147,0.011279,0.6180783094170405
31606,TFPT,0.6147,0.011279,0.6180783094170405
23245,SLC28A2,-0.6147,0.011279,0.6180783094170405
5298,LOC101929151,-0.6147,0.011279,0.6180783094170405
31503,lnc-RP11-305N23.1.1-1,-0.6147,0.011279,0.6180783094170405
23862,PIGO,0.6147,0.011279,0.6180783094170405
27412,FAM71E2,-0.6147,0.011279,0.6180783094170405
24500,NUF2,0.6147,0.011279,0.6180783094170405
25468,SNTB1,0.6147,0.011279,0.6180783094170405
18190,ZNF16,0.6147,0.011279,0.6180783094170405
10410,lnc-GLUD1-1,0.6147,0.011279,0.6180783094170405
15530,KIF21A,0.6147,0.011279,0.6180783094170405
18014,MPV17L2,0.6147,0.011279,0.6180783094170405
17962,PEMT,0.6147,0.011279,0.6180783094170405
17248,DARS2,0.6147,0.011279,0.6180783094170405
25936,NRP1,0.6147,0.011279,0.6180783094170405
20081,OLA1,0.6147,0.011279,0.6180783094170405
16912,GRWD1,0.6147,0.011279,0.6180783094170405
5600,LOC102467146,0.6147,0.011279,0.6180783094170405
5498,lnc-RP11-368J21.2.1-1,0.6147,0.011279,0.6180783094170405
21148,TNNT2,0.6147,0.011279,0.6180783094170405
32242,SEC24C,0.6147,0.011279,0.6180783094170405
12708,CDX1,-0.6118,0.011788,0.6180783094170405
1115,MT1E,-0.6118,0.011788,0.6180783094170405
27210,NUP62,0.6118,0.011788,0.6180783094170405
13352,LINC01167,-0.6118,0.011788,0.6180783094170405
23033,PPP1R14C,0.6118,0.011788,0.6180783094170405
15246,RPA1,0.6118,0.011788,0.6180783094170405
13136,lnc-TMED3-1,0.6118,0.011788,0.6180783094170405
30568,DDX19A,0.6118,0.011788,0.6180783094170405
959,SNORA84,-0.6118,0.011788,0.6180783094170405
7581,XLOC_l2_013116,0.6118,0.011788,0.6180783094170405
26795,ZNF317,0.6118,0.011788,0.6180783094170405
637,DENND1B,0.6118,0.011788,0.6180783094170405
20903,CRELD2,0.6118,0.011788,0.6180783094170405
21109,IL17D,0.6118,0.011788,0.6180783094170405
15662,PRR5L,0.6118,0.011788,0.6180783094170405
22496,LYAR,0.6118,0.011788,0.6180783094170405
17067,ACOT4,0.6118,0.011788,0.6180783094170405
26255,LRRC59,0.6118,0.011788,0.6180783094170405
2655,lnc-SLC7A11-1,-0.6118,0.011788,0.6180783094170405
21218,UBE2NL,0.6118,0.011788,0.6180783094170405
1178,ITGB2-AS1,-0.6118,0.011788,0.6180783094170405
16373,POLRMT,0.6118,0.011788,0.6180783094170405
3801,lnc-DMRT2-1,-0.6118,0.011788,0.6180783094170405
26395,MRPL49,0.6118,0.011788,0.6180783094170405
23996,IDE,0.6118,0.011788,0.6180783094170405
13692,lnc-ZNF736-1,0.6118,0.011788,0.6180783094170405
2362,lnc-GLB1-1,0.6118,0.011788,0.6180783094170405
34658,HSP90AA2P,0.6118,0.011788,0.6180783094170405
21298,WDR81,0.6093,0.012234,0.6180783094170405
30656,PTPRG,-0.6088,0.012315,0.6180783094170405
25280,CASS4,-0.6088,0.012315,0.6180783094170405
31478,SNTB2,0.6088,0.012315,0.6180783094170405
16462,UCHL1,0.6088,0.012315,0.6180783094170405
21465,SYT8,-0.6088,0.012315,0.6180783094170405
312,lnc-SNURF-3,0.6088,0.012315,0.6180783094170405
6447,XLOC_l2_000945,-0.6088,0.012315,0.6180783094170405
2028,lnc-THADA-1,0.6088,0.012315,0.6180783094170405
18704,DLST,0.6088,0.012315,0.6180783094170405
19424,PLEKHN1,0.6088,0.012315,0.6180783094170405
1822,LOC101927070,0.6088,0.012315,0.6180783094170405
18747,ITGAL,0.6088,0.012315,0.6180783094170405
14551,LOC102724351,0.6088,0.012315,0.6180783094170405
28897,ALG1L,0.6088,0.012315,0.6180783094170405
20509,RFTN1,0.6088,0.012315,0.6180783094170405
19907,MYOM2,0.6088,0.012315,0.6180783094170405
16747,DHX37,0.6088,0.012315,0.6180783094170405
17686,PPAPDC3,-0.6088,0.012315,0.6180783094170405
29993,CEP78,0.6088,0.012315,0.6180783094170405
30018,PTRH1,0.6088,0.012315,0.6180783094170405
27134,CALM1,0.6088,0.012315,0.6180783094170405
34493,FAM13A,-0.6088,0.012315,0.6180783094170405
1772,LOC339807,-0.6088,0.012315,0.6180783094170405
800,SNORA48,-0.6088,0.012315,0.6180783094170405
32376,ARL4C,0.6088,0.012315,0.6180783094170405
20165,PDGFRA,0.6063,0.012776,0.6180783094170405
5389,lnc-GABRB3-2,0.6059,0.01286,0.6180783094170405
4239,lnc-KIAA1217-1,0.6059,0.01286,0.6180783094170405
23636,SMAD7,0.6059,0.01286,0.6180783094170405
25304,COPB2,0.6059,0.01286,0.6180783094170405
1644,LOC102724358,-0.6059,0.01286,0.6180783094170405
23980,NRAS,0.6059,0.01286,0.6180783094170405
14621,lnc-RPL36AL-1,0.6059,0.01286,0.6180783094170405
8625,lnc-ALCAM-1,0.6059,0.01286,0.6180783094170405
5823,lnc-AP001496.1-2,-0.6059,0.01286,0.6180783094170405
29293,FHOD3,0.6059,0.01286,0.6180783094170405
32077,CIB2,0.6059,0.01286,0.6180783094170405
32001,ATF6B,0.6059,0.01286,0.6180783094170405
30578,SLC7A11,0.6059,0.01286,0.6180783094170405
31703,lnc-LBX1-2,0.6059,0.01286,0.6180783094170405
14791,FXYD2,0.6059,0.01286,0.6180783094170405
23049,GLUD2,0.6059,0.01286,0.6180783094170405
23610,FTSJ3,0.6059,0.01286,0.6180783094170405
1830,lnc-AC009336.1-1,0.6059,0.01286,0.6180783094170405
31113,RHEBL1,0.6059,0.01286,0.6180783094170405
6683,NUS1,0.6059,0.01286,0.6180783094170405
27275,COMMD4,0.6059,0.01286,0.6180783094170405
22113,PTGDR,0.6059,0.01286,0.6180783094170405
22159,MRVI1-AS1,-0.6059,0.01286,0.6180783094170405
18563,SLC35C1,0.6059,0.01286,0.6180783094170405
13919,lnc-ITGAL-2,-0.6029,0.013424,0.6180783094170405
17261,KRTCAP2,0.6029,0.013424,0.6180783094170405
18759,CHRNB1,0.6029,0.013424,0.6180783094170405
20399,COL6A2,0.6029,0.013424,0.6180783094170405
17254,DDOST,0.6029,0.013424,0.6180783094170405
26670,TCF23,-0.6029,0.013424,0.6180783094170405
367,XLOC_l2_014645,0.6029,0.013424,0.6180783094170405
33703,LOC100128001,-0.6029,0.013424,0.6180783094170405
12546,lnc-SERTAD2-4,-0.6029,0.013424,0.6180783094170405
29637,S1PR2,0.6029,0.013424,0.6180783094170405
8581,lnc-AHNAK-4,-0.6029,0.013424,0.6180783094170405
5219,lnc-MDGA2-2,-0.6029,0.013424,0.6180783094170405
32932,SLC17A4,-0.6029,0.013424,0.6180783094170405
23943,DSCR8,-0.6029,0.013424,0.6180783094170405
848,SCARNA23,0.6029,0.013424,0.6180783094170405
7239,XLOC_l2_009539,0.6029,0.013424,0.6180783094170405
24574,RNF121,0.6029,0.013424,0.6180783094170405
15328,BFSP1,0.6029,0.013424,0.6180783094170405
30670,APOA1BP,0.6029,0.013424,0.6180783094170405
25031,TMED5,0.6029,0.013424,0.6180783094170405
22644,CCDC127,0.6029,0.013424,0.6180783094170405
8063,MKLN1-AS,-0.6029,0.013424,0.6180783094170405
24995,EMD,0.6029,0.013424,0.6180783094170405
3124,lnc-HIVEP1-2,0.6029,0.013424,0.6180783094170405
29442,YIPF7,-0.6029,0.013424,0.6180783094170405
25883,DLG5,0.6029,0.013424,0.6180783094170405
16143,RAB29,0.6029,0.013424,0.6180783094170405
32408,C10orf53,-0.6029,0.013424,0.6180783094170405
2125,lnc-DTYMK-2,-0.6029,0.013424,0.6180783094170405
26187,ZAP70,0.6029,0.013424,0.6180783094170405
28478,TMTC3,0.6029,0.013424,0.6180783094170405
28676,TPTE2P5,0.6029,0.013424,0.6180783094170405
26267,SLC19A3,-0.6029,0.013424,0.6180783094170405
24164,GAREM,0.6029,0.013424,0.6180783094170405
33928,B3GALT6,0.6029,0.013424,0.6180783094170405
27107,LLGL2,0.6029,0.013424,0.6180783094170405
12556,SF3B3,0.6029,0.013424,0.6180783094170405
32614,CLIC3,0.6029,0.013424,0.6180783094170405
22376,CX3CR1,0.6029,0.013424,0.6180783094170405
19724,CD164,0.6029,0.013424,0.6180783094170405
17960,NLRP7,0.6029,0.013424,0.6180783094170405
22610,IFFO2,0.6029,0.013424,0.6180783094170405
17076,CCHCR1,-0.6,0.014007,0.6180783094170405
10157,XXYLT1-AS2,0.6,0.014007,0.6180783094170405
19640,SLC2A8,0.6,0.014007,0.6180783094170405
25446,OR1L3,-0.6,0.014007,0.6180783094170405
3462,lnc-AC091801.1.1-5,0.6,0.014007,0.6180783094170405
32195,SYCE1L,-0.6,0.014007,0.6180783094170405
11680,COX8A,0.6,0.014007,0.6180783094170405
33700,TK2,0.6,0.014007,0.6180783094170405
16972,NINL,0.6,0.014007,0.6180783094170405
14108,lnc-MED10-5,-0.6,0.014007,0.6180783094170405
20610,RIMS3,0.6,0.014007,0.6180783094170405
34717,LOC101928264,-0.6,0.014007,0.6180783094170405
23719,CHAF1B,0.6,0.014007,0.6180783094170405
8337,LOC100507664,0.6,0.014007,0.6180783094170405
19507,CDK4,0.6,0.014007,0.6180783094170405
18355,B3GNT5,-0.6,0.014007,0.6180783094170405
22399,CHST2,0.6,0.014007,0.6180783094170405
18519,DHDDS,0.6,0.014007,0.6180783094170405
4018,lnc-LINGO2-2,0.6,0.014007,0.6180783094170405
401,lnc-EMX2-1,-0.6,0.014007,0.6180783094170405
19162,BAZ1B,0.6,0.014007,0.6180783094170405
15489,FBXW5,0.6,0.014007,0.6180783094170405
19806,APEX2,0.6,0.014007,0.6180783094170405
15061,OCLM,-0.6,0.014007,0.6180783094170405
15070,UBIAD1,0.6,0.014007,0.6180783094170405
18736,FANCA,0.6,0.014007,0.6180783094170405
24527,RCC2,0.6,0.014007,0.6180783094170405
5303,lnc-MKRN3-3,-0.6,0.014007,0.6180783094170405
15298,AGAP1,0.6,0.014007,0.6180783094170405
30523,DEFB109P1B,0.6,0.014007,0.6180783094170405
19166,ARHGAP10,0.6,0.014007,0.6180783094170405
13368,ADAM8,-0.6,0.014007,0.6180783094170405
24085,PSME2,0.6,0.014007,0.6180783094170405
31225,PBRM1,0.5971,0.01461,0.6180783094170405
24303,SOX30,-0.5971,0.01461,0.6180783094170405
23058,SETBP1,0.5971,0.01461,0.6180783094170405
25534,ANKRD36BP1,0.5971,0.01461,0.6180783094170405
8003,FLG-AS1,0.5971,0.01461,0.6180783094170405
21648,MCM4,0.5971,0.01461,0.6180783094170405
2136,lnc-AC010872.2.1-5,-0.5971,0.01461,0.6180783094170405
20499,URGCP,0.5971,0.01461,0.6180783094170405
9197,LINC01207,-0.5971,0.01461,0.6180783094170405
20440,C9orf142,0.5971,0.01461,0.6180783094170405
33500,WTIP,0.5971,0.01461,0.6180783094170405
21038,UHMK1,0.5971,0.01461,0.6180783094170405
8956,lnc-BRCA2-1,0.5971,0.01461,0.6180783094170405
9092,lnc-C17orf63-3,-0.5971,0.01461,0.6180783094170405
13612,SPN,0.5971,0.01461,0.6180783094170405
25820,S100Z,-0.5971,0.01461,0.6180783094170405
25766,FDPS,0.5971,0.01461,0.6180783094170405
3377,lnc-PAX4-1,-0.5971,0.01461,0.6180783094170405
10379,lnc-GIP-2,0.5971,0.01461,0.6180783094170405
12379,lnc-RP1L1-2,0.5971,0.01461,0.6180783094170405
34595,MGC24103,0.5971,0.01461,0.6180783094170405
17162,STX8,0.5971,0.01461,0.6180783094170405
32361,OR51G2,0.5971,0.01461,0.6180783094170405
5305,lnc-C15orf2-9,-0.5971,0.01461,0.6180783094170405
14640,lnc-ERICH1-8,0.5971,0.01461,0.6180783094170405
15182,BIVM,0.5971,0.01461,0.6180783094170405
23899,HGH1,0.5971,0.01461,0.6180783094170405
11144,lnc-MAGOH-1,0.5971,0.01461,0.6180783094170405
18753,ADAMTSL2,-0.5971,0.01461,0.6180783094170405
10879,lnc-KIAA0087-1,-0.5971,0.01461,0.6180783094170405
26467,GIMAP4,0.596,0.014826,0.6180783094170405
13944,RMDN2-AS1,0.5941,0.015232,0.6180783094170405
26433,ACOT7,0.5941,0.015232,0.6180783094170405
8307,KLHDC4,0.5941,0.015232,0.6180783094170405
21878,OR1F2P,-0.5941,0.015232,0.6180783094170405
9900,DONSON,0.5941,0.015232,0.6180783094170405
1801,LOC101927534,-0.5941,0.015232,0.6180783094170405
481,LINC01314,0.5941,0.015232,0.6180783094170405
11103,lnc-LRRK1-4,0.5941,0.015232,0.6180783094170405
23615,EFTUD2,0.5941,0.015232,0.6180783094170405
8932,SCAMP1,0.5941,0.015232,0.6180783094170405
25454,TEAD4,-0.5941,0.015232,0.6180783094170405
25472,SLC37A3,-0.5941,0.015232,0.6180783094170405
23068,HNRNPR,0.5941,0.015232,0.6180783094170405
22968,EMC1,0.5941,0.015232,0.6180783094170405
20759,GAL3ST2,-0.5941,0.015232,0.6180783094170405
25706,NUDCD1,0.5941,0.015232,0.6180783094170405
13384,lnc-UAP1L1-1,-0.5941,0.015232,0.6180783094170405
16092,MAST2,0.5941,0.015232,0.6180783094170405
16141,PADI3,0.5941,0.015232,0.6180783094170405
17940,MTHFS,-0.5941,0.015232,0.6180783094170405
13267,lnc-TRAPPC4-1,0.5941,0.015232,0.6180783094170405
32237,SLC22A12,-0.5941,0.015232,0.6180783094170405
10823,lnc-KANK4-1,-0.5941,0.015232,0.6180783094170405
18954,LINC01547,0.5941,0.015232,0.6180783094170405
17070,BYSL,0.5941,0.015232,0.6180783094170405
12870,lnc-SRRM4-1,0.5941,0.015232,0.6180783094170405
30206,FXYD1,-0.5941,0.015232,0.6180783094170405
14594,KBTBD11-OT1,0.5941,0.015232,0.6180783094170405
14552,lnc-NCL-2,0.5941,0.015232,0.6180783094170405
1831,lnc-OBSL1-1,0.5941,0.015232,0.6180783094170405
19307,SMEK1,0.5941,0.015232,0.6180783094170405
19774,LAS1L,0.5941,0.015232,0.6180783094170405
533,LINC01146,0.5941,0.015232,0.6180783094170405
28643,LDOC1L,0.5916,0.015779,0.6180783094170405
3989,lnc-PTGES2-1,-0.5916,0.015779,0.6180783094170405
22219,CXXC5,0.5916,0.015779,0.6180783094170405
25179,SERPINF2,0.5912,0.015876,0.6180783094170405
22353,MFSD3,0.5912,0.015876,0.6180783094170405
24601,ITGB7,0.5912,0.015876,0.6180783094170405
19949,PSAT1,0.5912,0.015876,0.6180783094170405
9730,lnc-CTSZ-1,-0.5912,0.015876,0.6180783094170405
20094,HAAO,-0.5912,0.015876,0.6180783094170405
33394,GZMA,0.5912,0.015876,0.6180783094170405
9525,LINC01266,0.5912,0.015876,0.6180783094170405
21410,NBPF14,-0.5912,0.015876,0.6180783094170405
21139,CD247,0.5912,0.015876,0.6180783094170405
33783,ZC3H18-AS1,0.5912,0.015876,0.6180783094170405
21395,KIFC2,-0.5912,0.015876,0.6180783094170405
20901,MAZ,0.5912,0.015876,0.6180783094170405
13945,lnc-MYOM2-2,0.5912,0.015876,0.6180783094170405
3126,lnc-CD83-2,-0.5912,0.015876,0.6180783094170405
13746,LOC102725086,-0.5912,0.015876,0.6180783094170405
19851,TTC26,-0.5912,0.015876,0.6180783094170405
26770,AP2B1,0.5912,0.015876,0.6180783094170405
26825,GOLGA8M,0.5912,0.015876,0.6180783094170405
30883,KRTAP10-5,-0.5912,0.015876,0.6180783094170405
17343,YPEL3,-0.5912,0.015876,0.6180783094170405
32286,DYTN,-0.5912,0.015876,0.6180783094170405
5939,lnc-LMAN1-1,-0.5912,0.015876,0.6180783094170405
4618,lnc-CD6-1,-0.5912,0.015876,0.6180783094170405
17730,ZNF521,0.5912,0.015876,0.6180783094170405
11226,lnc-METAP1-2,-0.5912,0.015876,0.6180783094170405
4155,LOC101928298,0.5912,0.015876,0.6180783094170405
32750,OR5M3,-0.5912,0.015876,0.6180783094170405
19011,FYCO1,0.5912,0.015876,0.6180783094170405
4620,lnc-ANO1-1,-0.5912,0.015876,0.6180783094170405
17614,JAKMIP2,0.5912,0.015876,0.6180783094170405
17504,DYNC1I2,0.5912,0.015876,0.6180783094170405
15785,KEAP1,0.5912,0.015876,0.6180783094170405
12751,lnc-SMNDC1-1,-0.5912,0.015876,0.6180783094170405
16085,HCFC1,0.5912,0.015876,0.6180783094170405
16179,ZNF202,0.5912,0.015876,0.6180783094170405
16917,SLC7A9,-0.5912,0.015876,0.6180783094170405
16913,FOXA3,-0.5912,0.015876,0.6180783094170405
16605,CKAP5,0.5912,0.015876,0.6180783094170405
29747,EBF4,0.5912,0.015876,0.6180783094170405
17131,SQLE,0.5912,0.015876,0.6180783094170405
30543,RBBP8,0.5912,0.015876,0.6180783094170405
15710,SOS2,-0.5912,0.015876,0.6180783094170405
1076,EIF1B-AS1,-0.5912,0.015876,0.6180783094170405
30658,CENPP,0.5912,0.015876,0.6180783094170405
15114,MGMT,0.5912,0.015876,0.6180783094170405
5358,LINC00925,0.5912,0.015876,0.6180783094170405
13173,HIF1A-AS1,-0.5912,0.015876,0.6180783094170405
32290,CLEC9A,-0.5882,0.01654,0.6192262681159421
19002,NUP210,0.5882,0.01654,0.6192262681159421
27678,H2AFX,0.5882,0.01654,0.6192262681159421
1681,lnc-IRF2BP2-2,-0.5882,0.01654,0.6192262681159421
911,SNORD114-21,-0.5882,0.01654,0.6192262681159421
7595,LPAL2,0.5882,0.01654,0.6192262681159421
13274,CELSR3-AS1,-0.5882,0.01654,0.6192262681159421
11721,lnc-PAPLN-1,-0.5882,0.01654,0.6192262681159421
24829,EXOSC9,0.5882,0.01654,0.6192262681159421
3048,lnc-MRPS18A-2,0.5882,0.01654,0.6192262681159421
17772,SLC2A5,-0.5882,0.01654,0.6192262681159421
10518,lnc-GTDC1-5,0.5882,0.01654,0.6192262681159421
15311,DOLK,0.5882,0.01654,0.6192262681159421
13003,lnc-TBL1XR1-8,0.5882,0.01654,0.6192262681159421
17670,AP1S1,0.5882,0.01654,0.6192262681159421
15449,GNG11,-0.5882,0.01654,0.6192262681159421
25075,PANX3,-0.5882,0.01654,0.6192262681159421
15877,XRCC6,0.5882,0.01654,0.6192262681159421
11980,MCHR2-AS1,-0.5882,0.01654,0.6192262681159421
31162,FAM106B,-0.5882,0.01654,0.6192262681159421
27115,TM9SF3,0.5882,0.01654,0.6192262681159421
17854,RAB38,0.5882,0.01654,0.6192262681159421
28468,PHLDA1,0.5882,0.01654,0.6192262681159421
29326,SCARNA17,0.5882,0.01654,0.6192262681159421
6366,LOC101928824,-0.5882,0.01654,0.6192262681159421
7158,MIR646HG,-0.5882,0.01654,0.6192262681159421
6916,USP32,-0.5882,0.01654,0.6192262681159421
2039,lnc-USP34-1,-0.5882,0.01654,0.6192262681159421
24380,CXCL1,-0.5882,0.01654,0.6192262681159421
23884,KCNMA1,-0.5882,0.01654,0.6192262681159421
26491,MAN1A2,0.5882,0.01654,0.6192262681159421
1735,LINC00954,-0.5882,0.01654,0.6192262681159421
21194,TNRC6A,0.5882,0.01654,0.6192262681159421
18685,ATP7B,-0.5853,0.017225,0.6192262681159421
5458,LOC102725022,-0.5853,0.017225,0.6192262681159421
21107,ZNF71,0.5853,0.017225,0.6192262681159421
21122,MTOR,0.5853,0.017225,0.6192262681159421
26093,TOMM40,0.5853,0.017225,0.6192262681159421
